Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP21070048,230053749,Montgomery County Police,Injury Crash,09/08/2023 06:59:00 AM,Maryland (State),FREDERICK RD,OLD HUNDRED RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BD81663B-D7D0-4DA6-8D5F-38ADA50DE78C,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,492E33F8-B86C-4E47-823A-D51EF3761F60,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35,No,No,2012,DODGE,CHARGER,39.28492667,-77.31477717,(39.28492667 -77.31477717)
MCP3136006P,230063970,Montgomery County Police,Property Damage Crash,11/02/2023 01:06:00 PM,Maryland (State),NEW HAMPSHIRE AVE,ELTON RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C0A6966B-A1A7-462F-BA45-228D030F83CF,Unknown,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,6FA523A1-AAD6-4B0A-84A3-1A0897018BC0,FUNCTIONAL,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2017,HOND,SD,39.02038484,-76.97667321,(39.02038484 -76.97667321)
MCP2362002K,170548725,Montgomery County Police,Property Damage Crash,12/15/2017 11:18:00 AM,,,,PL OF 10141 COLESVILLE RD,,,OTHER,CLOUDY,,DAYLIGHT,N/A,N/A,,76E44B52-F1AE-499A-826E-DCF7DC70C8BB,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,9DE11B8D-BEBD-4D39-A5E6-CB9C8CD9B088,UNKNOWN,UNKNOWN,PASSENGER CAR,PARKING,West,15,No,No,2012,TOYOTA,TK,39.02119883,-77.01136817,(39.02119883 -77.01136817)
DM8439003D,190038759,Takoma Park Police Depart,Injury Crash,08/14/2019 06:50:00 AM,Maryland (State),NEW HAMPSHIRE AVE,UNIVERSITY BLVD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAWN,N/A,N/A,,A2DBF41B-424E-46E8-B437-AA0E045CD975,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A01788A3-7F07-4572-B1AA-1628A04CD9D4,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,2017,GMC,TK,38.988775,-76.98817167,(38.988775 -76.98817167)
MCP136600CG,230060003,Montgomery County Police,Injury Crash,10/12/2023 07:56:00 AM,Maryland (State),GEORGIA AVE,WELLER RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,ECC0F7D7-3930-4698-A6C5-56CDFE0B0EF0,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,EFAC8B2E-6F1B-4D32-B4E2-5D6D25558DC6,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,No,No,2015,FORD,HB,39.06679,-77.059595,(39.06679 -77.059595)
MCP33580012,230073057,Montgomery County Police,Property Damage Crash,12/22/2023 12:30:00 AM,Maryland (State),RIVER RD,GOLDSBORO RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,FLASHING TRAFFIC SIGNAL,N/A,,172DC39E-A2DE-433E-9B09-A3EB920F1FB6,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,EA4F4841-DC14-4F23-A4C8-D89B73BFEA70,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2020,HONDA,PILOT,38.97329833,-77.12188,(38.97329833 -77.12188)
MCP2914003X,16063817,Montgomery County Police,Property Damage Crash,12/12/2016 07:16:00 PM,Maryland (State),NEW HAMPSHIRE AVE,OVERLOOK DR,,N/A,,ANGLE MEETS LEFT TURN,CLEAR,N/A,DARK LIGHTS ON,STOP SIGN,N/A,,447156CC-FC17-418B-BF2D-7883445C5D7B,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B44B057E-9EB7-402B-8DFC-29DAE4F2881D,DISABLING,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,40,No,No,2014,TOYOTA,VENZA,39.02431667,-76.97935,(39.02431667 -76.97935)
MCP1210003Z,190043252,Montgomery County Police,Injury Crash,09/09/2019 08:35:00 PM,County,OAKMONT AVE,NO NAME,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,BE9938D2-83C3-45D7-9309-EEF804A80C4C,No,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,AF719339-5C17-445C-9749-827C31561AA8,DISABLING,TWELVE OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,North,30,No,No,2019,DUCATI,959,39.12844833,-77.17426667,(39.12844833 -77.17426667)
MCP3089003Z,230054169,Montgomery County Police,Injury Crash,09/11/2023 06:48:00 AM,US (State),COLESVILLE RD,SPRING ST,,N/A,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,N/A,,EE1DDE2C-0CE7-4A82-B991-77D58410B9D5,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,06A86871-7992-4C1B-BF68-64A61B460616,FUNCTIONAL,ELEVEN OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,North,15,No,No,2009,GILL,BUS,38.99946,-77.02588167,(38.99946 -77.02588167)
MCP209400N5,230073138,Montgomery County Police,Property Damage Crash,12/22/2023 01:04:00 PM,County,SEVEN LOCKS RD,DEMOCRACY BLVD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,AF97CEF3-914D-44B5-8CEE-10698B015B6E,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,A3C305A8-C3ED-4F61-A3DE-3AF8F220FACD,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,45,No,No,2023,HYUNDAI,SONATA,39.023185,-77.16225167,(39.023185 -77.16225167)
MCP33410029,230051625,Montgomery County Police,Property Damage Crash,08/27/2023 11:00:00 AM,Maryland (State),GEORGIA AVE,BEL PRE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,,DC1F0558-10D9-430A-B88A-EF1AA0BE7601,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,262BE2EB-26E2-4350-859A-B16F59436C45,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2011,CHEVORLET,IMPALA,39.09410767,-77.07937817,(39.09410767 -77.07937817)
MCP3003001K,170518477,Montgomery County Police,Property Damage Crash,07/11/2017 02:32:00 PM,Maryland (State),GERMANTOWN RD,ENT TO BUSINESS,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,183832C7-B8BF-47BE-899D-31092A3FCCB2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,BFBF241F-4044-4A66-9F59-C7B80F7F1BEE,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MAKING U TURN,South,40,No,No,2013,KIA,4S,39.17329833,-77.27503333,(39.17329833 -77.27503333)
MCP12130089,230058126,Montgomery County Police,Property Damage Crash,10/02/2023 04:55:00 PM,Maryland (State),LAYHILL RD,SPUR FR NORBECK RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,23B0B27B-602B-43B8-891F-2DA23C8B6535,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,69F50680-4E11-46C7-ADFF-A4500CF2166E,DISABLING,TWELVE OCLOCK,VAN,MOVING CONSTANT SPEED,North,40,No,No,2004,FORD,E250,39.12043,-77.03371167,(39.12043 -77.03371167)
MCP3271003K,230034443,Montgomery County Police,Property Damage Crash,07/19/2023 12:13:00 PM,County,ARLINGTON RD,BRADLEY BLVD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,A5E5B690-5D59-4BFD-A156-754C19E087A0,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7110EE0A-E45A-4FC4-946B-99D13377DCBF,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2013,ACUR,TL,38.97865086,-77.09864952,(38.97865086 -77.09864952)
DM84940039,230058257,Takoma Park Police Depart,Property Damage Crash,10/03/2023 10:36:00 AM,Municipality,ANNE AVE,LOCKNEY AVE,,TAKOMA PARK,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,N/A,,DDAC02B6-C76D-458F-8E93-E2C227CD0347,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,CD1A5F78-0913-47F5-8CB8-7C4487030743,DISABLING,NINE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2006,PONTIAC,4S,38.98955067,-76.99198983,(38.98955067 -76.99198983)
MCP291400F8,230063461,Montgomery County Police,Property Damage Crash,10/30/2023 05:34:00 PM,US (State),COLESVILLE RD,CRESTMOOR DR,,N/A,,OTHER,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,N/A,,73AB276C-BC73-4FD7-9B81-589D797F544A,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,CA63ED2E-2002-4FB3-BE25-6CE757BC9FF5,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2014,JEEP,WRANGLER,39.02800244,-77.00910496,(39.02800244 -77.00910496)
MCP2420004Z,230035024,Montgomery County Police,Injury Crash,07/23/2023 09:25:00 AM,County,FAIRLAND RD,TAMARACK RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C1758E99-1ACD-4D86-A72E-D5781B140726,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,BB40290C-2AE9-49C8-A00D-EA4B2A51F243,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30,No,No,2008,HONDA,TK,39.077659,-76.97701733,(39.077659 -76.97701733)
MCP2875007T,230064977,Montgomery County Police,Property Damage Crash,11/07/2023 06:32:00 PM,Maryland (State),RIDGE RD,SWEEPSTAKES RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,F5B8BB85-6753-4DB6-BEC4-8951C64522BA,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A8DC7900-B8AC-42D8-AC3B-A9FE265C6252,SUPERFICIAL,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MAKING LEFT TURN,South,40,No,No,2014,FORD,INTERCEPTOR,39.26219667,-77.22133333,(39.26219667 -77.22133333)
EJ78750040,230060927,Gaithersburg Police Depar,Property Damage Crash,10/17/2023 07:17:00 PM,Municipality,S SUMMIT AVE,OLDE TOWNE AVE,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,N/A,,98F3A5C2-C021-47F0-9481-607B5E878A40,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EB95971D-98DC-4C72-9506-13EB5DE04AE8,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,25,No,No,2016,FORD,FIESTA,39.14059202,-77.19373684,(39.14059202 -77.19373684)
MCP32950033,230048985,Montgomery County Police,Property Damage Crash,08/11/2023 06:29:00 PM,Maryland (State),SANDY SPRING RD,SPUR TO US 29A,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4E52D691-7CEA-45E0-9FEA-34729695D7D0,Unknown,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D9834B8D-CD4B-412F-900F-7B5DFA140B47,SUPERFICIAL,SIX OCLOCK,OTHER BUS,MAKING LEFT TURN,North,35,No,No,2014,MCI,BUS,39.11155141,-76.92866085,(39.11155141 -76.92866085)
MCP3341002T,230068650,Montgomery County Police,Property Damage Crash,11/28/2023 08:15:00 AM,County,RANDOLPH RD,TERRAPIN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,C44C9CE8-63A8-48BD-8EE2-30C7EB75CE2A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E00FEA8F-4E5A-4AE5-AE78-89A882269D8E,NO DAMAGE,SIX OCLOCK,SCHOOL BUS,MAKING RIGHT TURN,West,35,No,No,2019,FRHT,BUS,39.05935617,-77.058608,(39.05935617 -77.058608)
MCP2552006G,230054880,Montgomery County Police,Property Damage Crash,09/14/2023 03:30:00 PM,County,E GUDE DR,SOUTHLAWN LA,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,E49A08F7-AD82-4134-973E-AD9FB023ECC5,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6AF05917-C4E7-441E-A319-C5B4A16C6BB7,SUPERFICIAL,FIVE OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,East,35,No,No,2023,RAM,PICKUP,39.09788365,-77.13690227,(39.09788365 -77.13690227)
MCP2761004Z,230066029,Montgomery County Police,Injury Crash,11/13/2023 09:52:00 AM,Maryland (State),CLOPPER RD,ALLSPICE RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,40C9DD11-CB1D-4FE9-9A8E-1CE2A928E949,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,4DCABFA9-4A5B-414E-9A5F-CFC27448C6FC,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,45,No,No,2010,CHRYSLER,SEBRING,39.15491083,-77.25835317,(39.15491083 -77.25835317)
DD5527004X,230056697,Rockville Police Departme,Property Damage Crash,09/25/2023 01:05:00 AM,Municipality,WOOTTON PKWY,ROCKVILLE PIKE,,N/A,,SINGLE VEHICLE,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,815A9A00-C0D5-4089-A860-5D372DD56612,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5BC4A6B9-54A0-4660-8F36-534E87B582D1,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,1999,HONDA,4DR,39.07569026,-77.14021651,(39.07569026 -77.14021651)
MCP15000028,230061484,Montgomery County Police,Property Damage Crash,10/19/2023 03:53:00 PM,County,BRIGGS CHANEY RD,PEACH ORCHARD RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,AD877993-7161-47E7-8BE5-644CFBE2CBEF,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,F7BF6D5D-C3DE-4DBD-8CFB-5C0DFB257535,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2019,HONDA,HRV,39.09537841,-76.96937269,(39.09537841 -76.96937269)
MCP2425009H,170513775,Montgomery County Police,Property Damage Crash,06/15/2017 06:51:00 AM,County,LOCKWOOD DR,NEW HAMPSHIRE AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,88EC390A-537A-4A38-BAA6-31FBB9288004,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,D90B433E-7BF3-4A23-AEFE-0CEEC313A642,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,MAKING LEFT TURN,South,30,No,No,2000,THOMAS,BUS,39.039195,-76.99063667,(39.039195 -76.99063667)
MCP3130002Z,200042327,Montgomery County Police,Injury Crash,10/27/2020 08:04:00 AM,County,SHERATON ST,LIVINGSTON ST,,N/A,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAWN,NO CONTROLS,NONE DETECTED,,0DABEFC3-E2AA-4845-AD5A-6DB1017363EE,Yes,SUSPECTED MINOR INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,MD,49BCF342-D89D-4383-B447-FD5B28169CA4,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2018,KIA,SOUL,39.05986667,-77.0573,(39.05986667 -77.0573)
MCP3291001N,230051522,Montgomery County Police,Property Damage Crash,08/26/2023 05:00:00 PM,Maryland (State),PINEY BRANCH RD,GARLAND AVE,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3EDB8224-5E7F-4317-AC71-53413A1FCE2B,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B779ADD2-DA29-4042-A880-DC033BDF787B,NO DAMAGE,ONE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,30,No,No,2015,TOYT,HB,38.99855333,-76.99922833,(38.99855333 -76.99922833)
MCP2982000F,16002301,Montgomery County Police,Property Damage Crash,01/13/2016 08:56:00 AM,County,MANCHESTER RD,CROYDON CT,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,54B8AB07-F36C-4C8F-A33C-183AAD24324E,Yes,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,84985D8B-A9BE-4B64-9291-C020710FA1AB,FUNCTIONAL,ONE OCLOCK,RECREATIONAL VEHICLE,BACKING,East,30,No,No,2015,FRHT,BUS,39.00401333,-77.011835,(39.00401333 -77.011835)
MCP13780152,230046516,Montgomery County Police,Property Damage Crash,07/27/2023 06:34:00 PM,Maryland (State),CONNECTICUT AVE,DEAN RD,,N/A,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,4E21C390-E827-42C8-9B8E-4D45505A5F05,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,2CFB7F28-819B-404A-A5D4-B468593433FC,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,35,No,No,1995,BMW,CONV,39.06942904,-77.07564654,(39.06942904 -77.07564654)
MCP2440001H,230055687,Montgomery County Police,Injury Crash,09/19/2023 08:20:00 AM,County,CLUB HOUSE RD,CENTERWAY RD,,N/A,BICYCLIST,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,NONE DETECTED,D7F24F64-63F1-4838-A0B7-A3A41D3D9379,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,91CD2BD5-B24C-42AD-82B1-C78B50180AA6,UNKNOWN,ONE OCLOCK,PICKUP TRUCK,MAKING RIGHT TURN,West,35,Unknown,No,1999,DODGE,PICKUP,39.17282733,-77.20144167,(39.17282733 -77.20144167)
MCP304800BV,230072391,Montgomery County Police,Property Damage Crash,12/18/2023 02:30:00 PM,,,,ALLEY WAY 6900 BLOCK OF CLARENDON ROAD.,,,OTHER,CLEAR,,DAYLIGHT,N/A,N/A,,1F1F9CC5-CD34-4CDA-8760-F2067D88900C,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,0228B565-3753-4ADB-AABA-FC4A3312EC01,SUPERFICIAL,SIX OCLOCK,AMBULANCE/EMERGENCY,BACKING,East,5,No,No,2018,FRHT,TRUCK,38.97921233,-77.10042583,(38.97921233 -77.10042583)
MCP9437002F,230050571,Montgomery County Police,Injury Crash,08/21/2023 05:10:00 PM,County,WISTERIA DR,GERMANTOWN RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,19FE21FB-DA1A-46ED-93CE-FB496675E306,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0016F13A-F837-4028-A53C-36BEC49D0297,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,30,No,No,2014,CHEV,CRUZ,39.17750667,-77.27119117,(39.17750667 -77.27119117)
MCP3374001N,230071205,Montgomery County Police,Injury Crash,12/12/2023 05:23:00 AM,Maryland (State),ROCKVILLE PIKE,GROSVENOR LA,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,34F6B965-C1EB-450D-A76B-C7D6371D8649,Yes,SUSPECTED MINOR INJURY,N/A,OTHER CELLULAR PHONE RELATED,MD,7B8E0D73-1795-4040-B682-01F166FA7D12,DESTROYED,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2020,CHEVY,SPARK,39.022331,-77.102963,(39.022331 -77.102963)
DD56120040,230048700,Rockville Police Departme,Property Damage Crash,08/10/2023 08:43:00 AM,Maryland (State),ROCKVILLE PIKE,CROSSOVER,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,11508559-3C26-4CB0-AD7B-D74805ABB433,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0BB5A75B-5701-41BD-B840-F0A922422FF1,DISABLING,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,35,No,No,2016,LEXUS,SD,39.07629437,-77.13848849,(39.07629437 -77.13848849)
MCP2761004L,230053422,Montgomery County Police,Property Damage Crash,09/06/2023 12:02:00 PM,Maryland (State),GREAT SENECA HWY,RICHTER FARM RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,202E2F7C-7BA0-4EF8-9587-2E3CCE230161,Yes,NO APPARENT INJURY,N/A,UNKNOWN,DC,7B4CD6B4-A5AA-4592-9DF1-9AF172F44ED8,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2014,GMC,ACADIA,39.148584,-77.27678483,(39.148584 -77.27678483)
MCP271700Y1,230059014,Montgomery County Police,Property Damage Crash,10/06/2023 07:15:00 PM,Maryland (State),FIRST ST,ROCKVILLE PIKE,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,27003B0C-3AC5-497C-8A6A-622A2FC67A5D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,097BDF29-EB7F-498D-8D24-2CBD35EE3C90,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2013,TOYOTA,CAMRY,39.08135167,-77.145845,(39.08135167 -77.145845)
MCP2934004D,220001471,Montgomery County Police,Property Damage Crash,01/12/2022 08:50:00 PM,County,ROCKLEDGE DR,DEMOCRACY BLVD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,68931DC3-1250-4C29-9D4A-408AB85B0CCE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,FDCF06B1-6239-4FDA-BA3D-A72DA436AA36,UNKNOWN,UNKNOWN,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,35,No,No,2018,SUBARU,OUTBACK,39.02302256,-77.13234921,(39.02302256 -77.13234921)
MCP27710030,230071259,Montgomery County Police,Property Damage Crash,12/12/2023 10:49:00 AM,Maryland (State),NORBECK RD,BAILEYS LA,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,N/A,,8AED7080-DAAF-4FD4-AD53-7FBBE49605F2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,11336788-D047-48C1-9205-38EBFFBFB1C7,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2008,TOYT,HIGHLANDER,39.11236366,-77.06136726,(39.11236366 -77.06136726)
MCP3170003K,230061299,Montgomery County Police,Property Damage Crash,10/18/2023 04:52:00 PM,,,,PARKING LOT OF 19735 GERMANTOWN RD,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,4406C152-279F-4382-9C00-1570EB152E30,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,,04C7FF92-8FEE-4819-8901-B6CF9511C921,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,South,0,No,No,2013,HONDA,4S,39.17922483,-77.26509367,(39.17922483 -77.26509367)
DD5567001H,230066464,Rockville Police Departme,Property Damage Crash,11/15/2023 12:25:00 PM,Municipality,ANITA CT,FIRST ST,,N/A,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,3A9DBDC6-C3D5-41FB-9253-6A88663CDC55,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0D888FEE-C2DE-4540-8EB0-C1F04A1D5A3C,NO DAMAGE,SIX OCLOCK,OTHER,BACKING,East,0,No,No,2018,PETERBUILT,TRASH TRUCK,39.08364589,-77.13610201,(39.08364589 -77.13610201)
MCP31610060,230070439,Montgomery County Police,Injury Crash,12/07/2023 04:19:00 PM,Maryland (State),CONNECTICUT AVE,ADAMS DR,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,23C11A97-263C-4968-BD3C-7F96241740E5,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,401D958A-B420-4B1B-AB54-8914B3021706,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2023,ACUR,HB,39.04742767,-77.0756865,(39.04742767 -77.0756865)
MCP2536004W,230073511,Montgomery County Police,Property Damage Crash,12/25/2023 02:00:00 AM,,,,PARKING LOT OF 1230 VEIRS MILL ROAD,,,OTHER,CLEAR,,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,15B426DE-C9D3-4F9B-A103-BCF477BFEB5A,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B70EC632-6379-4AFB-8184-C7DDA0F15307,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,15,No,No,2008,HONDA,ACCORD,39.06329833,-77.09575,(39.06329833 -77.09575)
